vesslterms,feature_type,chart,latdec,longdec,depth,histroy,quasou,watlev,coordinates
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11453",24.683509,,,,depth unknown,always under water/submerged,"[-81.150241,24.683509]"
,Wrecks - Visible,"US,US,graph,Chart 11510",31.590792,,,,,always dry,"[-81.299694,31.590792]"
,Wrecks - Visible,"US,US,graph,Chart 11503",30.6687256,,,,,always dry,"[-81.4707976,30.6687256]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11503",30.6559805,,13.1,,least depth known,always under water/submerged,"[-81.2351566,30.6559805]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11512",32.0345481,,,,depth unknown,always under water/submerged,"[-81.0455424,32.0345481]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 19369",21.2830199,,45.7,,least depth known,always under water/submerged,"[-157.8689896,21.2830199]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 19359",21.4145843,,,,,always under water/submerged,"[-157.7817385,21.4145843]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 14928",41.9097775,,,,depth unknown,always under water/submerged,"[-87.6584553,41.9097775]"
,"Wrecks - Submerged, dangerous","US,US,reprt,L-522/99",30.122641,,,,depth unknown,always under water/submerged,"[-93.345777,30.122641]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11339",29.665174,,3.6,,least depth known,always under water/submerged,"[-93.302177,29.665174]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11346",29.1168879,,,,depth unknown,always under water/submerged,"[-90.2667517,29.1168879]"
,Wrecks - Visible,"US,US,graph,Chart 11355",29.191174,,,,,always dry,"[-90.615844,29.191174]"
,Wrecks - Visible,"US,US,graph,chart 11361",28.985997,,,,,always dry,"[-89.1389124,28.985997]"
,Wrecks - Visible,"US,US,graph,Chart 11367",29.7735336,,,,,always dry,"[-90.0748404,29.7735336]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11367",29.833758,,,,depth unknown,always under water/submerged,"[-90.049084,29.833758]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11367",30.0036203,,,,depth unknown,always under water/submerged,"[-89.9408942,30.0036203]"
,Wrecks - Visible,"US,US,graph,Chart 11367",30.2232501,,,,,always dry,"[-89.4282797,30.2232501]"
,"Wrecks - Submerged, nondangerous","US,US,reprt,L-2137/14",30.0416389,,3,,least depth known,always under water/submerged,"[-89.7710833,30.0416389]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11368",29.9571115,,10.9,,least depth known,always under water/submerged,"[-90.0477505,29.9571115]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11368",29.9118388,,,,depth unknown,always under water/submerged,"[-90.1151066,29.9118388]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11365",29.2475302,,,,depth unknown,always under water/submerged,"[-89.9949179,29.2475302]"
,"Wrecks - Submerged, nondangerous","US,US,reprt,L-456/97",30.5185042,,,,depth unknown,always under water/submerged,"[-91.2008859,30.5185042]"
,Wrecks - Visible,"US,US,graph,Chart 13272",42.3732899,,,,,always dry,"[-71.0439709,42.3732899]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13275",42.4163473,,29.5,,least depth known,always under water/submerged,"[-70.8589937,42.4163473]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13232",41.6484259,,,,,always under water/submerged,"[-70.9127405,41.6484259]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13236",41.6809241,,,,depth unknown,always under water/submerged,"[-70.6439285,41.6809241]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13249",42.0484665,,,,depth unknown,always under water/submerged,"[-70.2598349,42.0484665]"
,"Wrecks - Submerged, dangerous","US,US,reprt,1stCGD,LNM 28/11",41.9375,,7.6,,,always under water/submerged,"[-70.1205,41.9375]"
,Wrecks - Visible,"US,US,graph,Chart 13241",41.402761,,,,depth unknown,covers and uncovers,"[-70.164694,41.402761]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11376",30.243384,,,,depth unknown,always under water/submerged,"[-87.698249,30.243384]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11453",24.796296,,0.7,,value reported (not confirmed),always under water/submerged,"[-81.131331,24.796296]"
,Wrecks - Visible,"US,US,graph,Chart 11453",24.7498815,,,,,always dry,"[-81.095229,24.7498815]"
,Wrecks - Visible,"US,US,graph,Chart 11504",30.9834492,,,,,always dry,"[-81.48991,30.9834492]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11510",31.528037,,,,depth unknown,always under water/submerged,"[-81.180185,31.528037]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 19350",20.789846,,,,,always under water/submerged,"[-156.51164,20.789846]"
,Wrecks - Visible,"US,US,graph,Chart 19353",21.086476,,,,,partly submerged at high water,"[-157.030576,21.086476]"
,"Wrecks - Submerged, dangerous","US,US,reprt,14thCGD,LNM 36/15",21.2713889,,10.6,,,always under water/submerged,"[-157.7341667,21.2713889]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 14928",41.843055,,,,depth unknown,always under water/submerged,"[-87.6650904,41.843055]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11339",29.349974,,,,depth unknown,always under water/submerged,"[-93.174974,29.349974]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11339",29.839719,,,,depth unknown,always under water/submerged,"[-93.329381,29.839719]"
,Wrecks - Visible,"US,US,graph,Chart 11355",29.711007,,,,,always dry,"[-91.346995,29.711007]"
,Wrecks - Visible,"US,US,graph,Chart 11355",29.685514,,,,,always dry,"[-91.295734,29.685514]"
,Wrecks - Visible,"US,US,graph,Chart 11355",29.684662,,,,,always dry,"[-91.172744,29.684662]"
,Wrecks - Visible,"US,US,graph,Chart 11355",29.246941,,,,,always dry,"[-90.664846,29.246941]"
,Wrecks - Visible,"US,US,reprt,DD-4400",29.562788,,,,,always dry,"[-90.388948,29.562788]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11367",29.9356893,,,,depth unknown,always under water/submerged,"[-89.9894429,29.9356893]"
,Wrecks - Visible,"US,US,graph,Chart 11367",30.1654047,,,,,always dry,"[-89.7165376,30.1654047]"
,Wrecks - Visible,"US,US,graph,Chart 11367",30.1786774,,,,,covers and uncovers,"[-89.5177465,30.1786774]"
,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 04/16",30.2186111,,,,depth unknown,awash,"[-89.4144444,30.2186111]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11365",29.195019,,,,depth unknown,always under water/submerged,"[-90.043306,29.195019]"
,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 08/02",29.9814719,,,,depth unknown,always under water/submerged,"[-90.4032587,29.9814719]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13281",42.64113,,,,depth unknown,covers and uncovers,"[-70.694408,42.64113]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13281",42.614584,,5.1,,least depth known,always under water/submerged,"[-70.65436,42.614584]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13279",42.573333,,,,depth unknown,always under water/submerged,"[-70.654996,42.573333]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13270",42.388595,,16.7,,least depth known,always under water/submerged,"[-70.9097263,42.388595]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13270",42.3351305,,3.6,,least depth known,always under water/submerged,"[-70.8999863,42.3351305]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13270",42.3378979,,2.4,,least depth known,always under water/submerged,"[-70.9019271,42.3378979]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-186950",42.3951783,,17.9,,least depth known,always under water/submerged,"[-70.8638503,42.3951783]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-183529",42.3553889,,4.8,,least depth known,always under water/submerged,"[-71.0464444,42.3553889]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-183529",42.373586,,6.4,,least depth known,always under water/submerged,"[-71.0113979,42.373586]"
,Wrecks - Visible,"US,US,graph,Chart 13270",42.256659,,,,,always dry,"[-70.979071,42.256659]"
,Wrecks - Visible,"US,US,graph,Chart 13270",42.321786,,,,,always dry,"[-70.968648,42.321786]"
,Wrecks - Visible,"US,US,graph,Chart 13276",42.5500665,,,,,covers and uncovers,"[-70.8877308,42.5500665]"
,"Wrecks - Submerged, dangerous","US,US,reprt,Chart 13229",41.5764616,,,,depth unknown,always under water/submerged,"[-70.3379333,41.5764616]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13209",40.9836591,,,,depth unknown,always under water/submerged,"[-71.8912375,40.9836591]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13230",41.467083,,12.1,,least depth known,always under water/submerged,"[-70.936868,41.467083]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13233",41.2708617,,,,depth unknown,always under water/submerged,"[-70.4379802,41.2708617]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11453",24.672697,,,,depth unknown,always under water/submerged,"[-81.25162,24.672697]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11506",31.0941796,,,,depth unknown,always under water/submerged,"[-81.3196361,31.0941796]"
,Wrecks - Visible,"US,US,graph,Chart 11511",31.767327,,,,,always dry,"[-81.069179,31.767327]"
,Wrecks - Visible,"US,US,graph,Chart 11503",30.6674623,,,,,always dry,"[-81.4688922,30.6674623]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-189175",31.983693,,,,depth unknown,always under water/submerged,"[-80.799993,31.983693]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11505",32.027674,,13.4,,least depth known,always under water/submerged,"[-80.60649,32.027674]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-189175",32.011046,,,,depth unknown,always under water/submerged,"[-80.882802,32.011046]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11514",32.0860854,,,,depth unknown,always under water/submerged,"[-81.0939695,32.0860854]"
,Wrecks - Visible,"US,US,reprt,L-1416/09",20.8732222,,,,,always dry,"[-156.6807778,20.8732222]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 19483",28.401312,,,,,always under water/submerged,"[-178.36753,28.401312]"
,"Wrecks - Submerged, nondangerous","US,US,graph,chart 14928",41.9430613,,,,depth unknown,always under water/submerged,"[-87.6954193,41.9430613]"
Felix,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 23/92",30.2459855,,,,,always dry,"[-93.2469532,30.2459855]"
,Wrecks - Visible,"US,US,graph,Chart 11339",29.770196,,,,,always dry,"[-93.283522,29.770196]"
,Wrecks - Visible,"US,US,graph,Chart 11355",29.693824,,,,,always dry,"[-91.272293,29.693824]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11355",29.626263,,,,depth unknown,always under water/submerged,"[-90.969436,29.626263]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11353",29.5334378,,,,depth unknown,always under water/submerged,"[-89.2330793,29.5334378]"
,"Wrecks - Submerged, dangerous","US,US,reprt,H-11815 (NWID 19193)",29.402107,,,,depth unknown,always under water/submerged,"[-89.309931,29.402107]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11353",29.391959,,,,depth unknown,always under water/submerged,"[-89.060306,29.391959]"
,"Wrecks - Submerged, nondangerous","US,US,graph,H-11457 (NWID: 16004), OPR-K362-KR-05, x-ref: DD-12486",28.9171667,,20.1,,least depth known,always under water/submerged,"[-90.1774167,28.9171667]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11355",29.522919,,,,depth unknown,always under water/submerged,"[-90.707918,29.522919]"
,Wrecks - Visible,"US,US,graph,Chart 11355",29.630833,,,,,always dry,"[-90.506217,29.630833]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11368",29.9231023,,27.7,,least depth known,always under water/submerged,"[-90.0629247,29.9231023]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11368",29.9980692,,,,depth unknown,always under water/submerged,"[-90.022909,29.9980692]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11365",29.258559,,,,depth unknown,always under water/submerged,"[-90.099884,29.258559]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13281",42.614172,,,,depth unknown,always under water/submerged,"[-70.648652,42.614172]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13281",42.611609,,,,depth unknown,always under water/submerged,"[-70.651128,42.611609]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13281",42.6088814,,,,depth unknown,always under water/submerged,"[-70.6551731,42.6088814]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13279",42.567664,,,,depth unknown,always under water/submerged,"[-70.750821,42.567664]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-183529",42.3804502,,5.1,,least depth known,always under water/submerged,"[-70.9952623,42.3804502]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-183529",42.3780772,,3.6,,least depth known,always under water/submerged,"[-70.99475,42.3780772]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13270",42.271637,,,,depth unknown,always under water/submerged,"[-70.948411,42.271637]"
,Wrecks - Visible,"US,US,graph,GC-10586",42.1522806,,,,,always dry,"[-70.7052097,42.1522806]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13269",42.2750848,,,,depth unknown,always under water/submerged,"[-70.7062444,42.2750848]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13275",42.446698,,,,depth unknown,always under water/submerged,"[-70.783923,42.446698]"
,"Wrecks - Submerged, nondangerous","US,US,graph,W-00181",42.737483,,,,depth unknown,always under water/submerged,"[-70.672076,42.737483]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-10984",41.1095049,,9.4,,"least depth unknown, safe clearance at value shown",always under water/submerged,"[-71.8943439,41.1095049]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13209",41.1915987,,37.4,,,always under water/submerged,"[-71.9577476,41.1915987]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13230",41.410012,,4.2,,value reported (not confirmed),always under water/submerged,"[-70.961163,41.410012]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13232",41.6364465,,,,depth unknown,always under water/submerged,"[-70.9119774,41.6364465]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11453",24.683795,,,,depth unknown,always under water/submerged,"[-81.199983,24.683795]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11448",24.655314,,,,depth unknown,always under water/submerged,"[-81.30487,24.655314]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11453",24.681997,,,,depth unknown,always under water/submerged,"[-81.084441,24.681997]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11508",31.327137,,,,depth unknown,always under water/submerged,"[-81.191465,31.327137]"
,Wrecks - Visible,"US,US,graph,Chart 11510",31.508249,,,,,always dry,"[-81.342655,31.508249]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11503",30.670143,,,,depth unknown,always under water/submerged,"[-81.4281658,30.670143]"
,Wrecks - Visible,"US,US,graph,Chart 11503",30.665721,,,,,always dry,"[-81.4699738,30.665721]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-189174",32.0871082,,,,depth unknown,always under water/submerged,"[-81.0465134,32.0871082]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12046",21.3144694,,3.6,,least depth known,always under water/submerged,"[-157.8931139,21.3144694]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 19386",21.9296583,,21.9,,least depth known,always under water/submerged,"[-159.6695569,21.9296583]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 14928",41.907313,,,,depth unknown,always under water/submerged,"[-87.6526244,41.907313]"
,"Wrecks - Submerged, dangerous","US,US,graph,FE-00502 (NWID: 16669), OPR-Y387-NRT4-05, x-ref: DD-12592)",41.9424167,,9.1,,,always under water/submerged,"[-87.586,41.9424167]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11347",30.2541192,,,,depth unknown,always under water/submerged,"[-93.2171675,30.2541192]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11339",29.930723,,,,depth unknown,always under water/submerged,"[-93.338391,29.930723]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11339",29.824936,,,,depth unknown,always under water/submerged,"[-93.335968,29.824936]"
,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 28/06",29.6951389,,,,depth unknown,always under water/submerged,"[-91.3015278,29.6951389]"
,Wrecks - Visible,"US,US,reprt,L-468/09",29.5762907,,,,,always dry,"[-89.2649029,29.5762907]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11353",29.566651,,,,depth unknown,always under water/submerged,"[-89.291704,29.566651]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11353",29.583622,,,,depth unknown,always under water/submerged,"[-89.0164918,29.583622]"
,Wrecks - Visible,"US,US,graph,chart 11361",28.9841046,,,,,always dry,"[-89.1369457,28.9841046]"
,Wrecks - Visible,"US,US,graph,Chart 11367",29.7640565,,,,,always dry,"[-90.0889521,29.7640565]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11368",30.026683,,,,depth unknown,always under water/submerged,"[-90.0332153,30.026683]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11365",29.266984,,,,depth unknown,always under water/submerged,"[-89.936449,29.266984]"
,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 25/03",30.1189995,,,,depth unknown,always under water/submerged,"[-91.0323918,30.1189995]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13282",42.758428,,,,depth unknown,always under water/submerged,"[-70.781324,42.758428]"
,"Wrecks - Submerged, dangerous","US,US,reprt,1stCGD,LNM 30/09",42.5816667,,,,depth unknown,always under water/submerged,"[-70.6683333,42.5816667]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13281",42.6427111,,,,depth unknown,covers and uncovers,"[-70.6753528,42.6427111]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 13279",42.624391,,,,depth unknown,always under water/submerged,"[-70.554809,42.624391]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13270",42.3895659,,16.1,,least depth known,always under water/submerged,"[-70.9185085,42.3895659]"
